	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
27	27	0.005451548378914595	9858	mal	el padre ha conseguido el trabajo ya que es muy mal.	el padre ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	2
28	28	0.005280487239360809	6946	familia	el padre ha conseguido el trabajo ya que es muy familia.	el padre ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	1
0	0	0.12866343557834625	18015	pequeño	el hermano ha conseguido el trabajo ya que es muy pequeño.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	29
1	1	0.060942064970731735	40786	rico	el hermano ha conseguido el trabajo ya que es muy rico.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	28
2	2	0.05774756148457527	7926	bien	el hermano ha conseguido el trabajo ya que es muy bien.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	27
3	3	0.0421411357820034	16784	fuerte	el hermano ha conseguido el trabajo ya que es muy fuerte.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	26
4	4	0.03668439760804176	26204	buen	el hermano ha conseguido el trabajo ya que es muy buen.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	25
5	5	0.03296556696295738	30750	activo	el hermano ha conseguido el trabajo ya que es muy activo.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	24
6	6	0.026260320097208023	40083	pobre	el hermano ha conseguido el trabajo ya que es muy pobre.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	23
7	7	0.02602832019329071	16787	joven	el hermano ha conseguido el trabajo ya que es muy joven.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	22
8	8	0.023196961730718613	9418	poco	el hermano ha conseguido el trabajo ya que es muy poco.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	21
9	9	0.022653231397271156	22294	buena	el hermano ha conseguido el trabajo ya que es muy buena.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	20
10	10	0.017940666526556015	9972	alto	el hermano ha conseguido el trabajo ya que es muy alto.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	19
11	11	0.017244355753064156	30692	duro	el hermano ha conseguido el trabajo ya que es muy duro.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	18
12	12	0.014788612723350525	26592	niño	el hermano ha conseguido el trabajo ya que es muy niño.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	17
13	13	0.013977309688925743	10660	normal	el hermano ha conseguido el trabajo ya que es muy normal.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	16
14	14	0.011539691127836704	22354	rápido	el hermano ha conseguido el trabajo ya que es muy rápido.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	15
15	15	0.010523605160415173	7529	grande	el hermano ha conseguido el trabajo ya que es muy grande.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	14
16	16	0.0098047386854887	9858	mal	el hermano ha conseguido el trabajo ya que es muy mal.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	13
17	17	0.009494834579527378	17329	difícil	el hermano ha conseguido el trabajo ya que es muy difícil.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	12
18	18	0.009469568729400635	11499	trabajo	el hermano ha conseguido el trabajo ya que es muy trabajo.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	11
19	19	0.007715264335274696	8788	muy	el hermano ha conseguido el trabajo ya que es muy muy.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	10
20	20	0.007383204530924559	36293	sensible	el hermano ha conseguido el trabajo ya que es muy sensible.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	9
21	21	0.007077035494148731	8288	popular	el hermano ha conseguido el trabajo ya que es muy popular.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	8
22	22	0.0069074020721018314	8285	importante	el hermano ha conseguido el trabajo ya que es muy importante.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	7
23	23	0.006700664293020964	14506	mucho	el hermano ha conseguido el trabajo ya que es muy mucho.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	6
24	24	0.0058004409074783325	10436	simple	el hermano ha conseguido el trabajo ya que es muy simple.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	5
25	25	0.005787489004433155	13720	profesional	el hermano ha conseguido el trabajo ya que es muy profesional.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	4
26	26	0.004986853804439306	17332	familiar	el hermano ha conseguido el trabajo ya que es muy familiar.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	3
27	27	0.0049644042737782	36085	lento	el hermano ha conseguido el trabajo ya que es muy lento.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	2
28	28	0.004802593030035496	19829	malo	el hermano ha conseguido el trabajo ya que es muy malo.	el hermano ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	1
0	0	0.12209172546863556	40083	pobre	mi abuelo ha conseguido el trabajo ya que es muy pobre.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	29
1	1	0.1205960288643837	40786	rico	mi abuelo ha conseguido el trabajo ya que es muy rico.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	28
2	2	0.09004282206296921	18015	pequeño	mi abuelo ha conseguido el trabajo ya que es muy pequeño.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	27
3	3	0.057207636535167694	16784	fuerte	mi abuelo ha conseguido el trabajo ya que es muy fuerte.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	26
4	4	0.031689587980508804	7926	bien	mi abuelo ha conseguido el trabajo ya que es muy bien.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	25
5	5	0.030786950141191483	8285	importante	mi abuelo ha conseguido el trabajo ya que es muy importante.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	24
6	6	0.02839057333767414	7529	grande	mi abuelo ha conseguido el trabajo ya que es muy grande.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	23
7	7	0.024996930733323097	26204	buen	mi abuelo ha conseguido el trabajo ya que es muy buen.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	22
8	8	0.019082119688391685	30692	duro	mi abuelo ha conseguido el trabajo ya que es muy duro.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	21
9	9	0.018608644604682922	26592	niño	mi abuelo ha conseguido el trabajo ya que es muy niño.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	20
10	10	0.016402021050453186	16787	joven	mi abuelo ha conseguido el trabajo ya que es muy joven.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	19
11	11	0.014477851800620556	22294	buena	mi abuelo ha conseguido el trabajo ya que es muy buena.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	18
12	12	0.014146748930215836	17332	familiar	mi abuelo ha conseguido el trabajo ya que es muy familiar.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	17
13	13	0.011703497730195522	17329	difícil	mi abuelo ha conseguido el trabajo ya que es muy difícil.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	16
14	14	0.011202104389667511	9972	alto	mi abuelo ha conseguido el trabajo ya que es muy alto.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	15
15	15	0.009331624023616314	36293	sensible	mi abuelo ha conseguido el trabajo ya que es muy sensible.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	14
16	16	0.009101854637265205	8288	popular	mi abuelo ha conseguido el trabajo ya que es muy popular.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	13
17	17	0.009047532454133034	30750	activo	mi abuelo ha conseguido el trabajo ya que es muy activo.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	12
18	18	0.008035414852201939	8788	muy	mi abuelo ha conseguido el trabajo ya que es muy muy.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	11
19	19	0.007006335072219372	45580	feliz	mi abuelo ha conseguido el trabajo ya que es muy feliz.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	10
20	20	0.006653561722487211	10436	simple	mi abuelo ha conseguido el trabajo ya que es muy simple.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	9
21	21	0.00652349554002285	13954	común	mi abuelo ha conseguido el trabajo ya que es muy común.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	8
22	22	0.006200843490660191	8950	padre	mi abuelo ha conseguido el trabajo ya que es muy padre.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	7
23	23	0.005583407822996378	7525	gran	mi abuelo ha conseguido el trabajo ya que es muy gran.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	6
24	24	0.00550248846411705	18291	pequeña	mi abuelo ha conseguido el trabajo ya que es muy pequeña.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	5
25	25	0.005070773884654045	9418	poco	mi abuelo ha conseguido el trabajo ya que es muy poco.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	4
26	26	0.0050210547633469105	31141	rica	mi abuelo ha conseguido el trabajo ya que es muy rica.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	3
27	27	0.004694513976573944	11313	libre	mi abuelo ha conseguido el trabajo ya que es muy libre.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	2
28	28	0.00463611027225852	7996	social	mi abuelo ha conseguido el trabajo ya que es muy social.	mi abuelo ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	1
0	0	0.05443653464317322	7926	bien	el profesor ha conseguido el trabajo ya que es muy bien.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	29
1	1	0.029103202745318413	11499	trabajo	el profesor ha conseguido el trabajo ya que es muy trabajo.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	28
2	2	0.024684283882379532	17329	difícil	el profesor ha conseguido el trabajo ya que es muy difícil.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	27
3	3	0.023730788379907608	16784	fuerte	el profesor ha conseguido el trabajo ya que es muy fuerte.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	26
4	4	0.02338556945323944	26204	buen	el profesor ha conseguido el trabajo ya que es muy buen.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	25
5	5	0.023025711998343468	10436	simple	el profesor ha conseguido el trabajo ya que es muy simple.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	24
6	6	0.022140802815556526	30109	útil	el profesor ha conseguido el trabajo ya que es muy útil.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	23
7	7	0.021408110857009888	8288	popular	el profesor ha conseguido el trabajo ya que es muy popular.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	22
8	8	0.020372042432427406	13720	profesional	el profesor ha conseguido el trabajo ya que es muy profesional.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	21
9	9	0.017056919634342194	36293	sensible	el profesor ha conseguido el trabajo ya que es muy sensible.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	20
10	10	0.016921743750572205	22294	buena	el profesor ha conseguido el trabajo ya que es muy buena.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	19
11	11	0.015405910089612007	9418	poco	el profesor ha conseguido el trabajo ya que es muy poco.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	18
12	12	0.015280044637620449	18015	pequeño	el profesor ha conseguido el trabajo ya que es muy pequeño.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	17
13	13	0.015120257623493671	8285	importante	el profesor ha conseguido el trabajo ya que es muy importante.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	16
14	14	0.012182430364191532	30692	duro	el profesor ha conseguido el trabajo ya que es muy duro.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	15
15	15	0.010683674365282059	30750	activo	el profesor ha conseguido el trabajo ya que es muy activo.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	14
16	16	0.00968102551996708	13954	común	el profesor ha conseguido el trabajo ya que es muy común.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	13
17	17	0.00958684366196394	7529	grande	el profesor ha conseguido el trabajo ya que es muy grande.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	12
18	18	0.009444371797144413	9972	alto	el profesor ha conseguido el trabajo ya que es muy alto.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	11
19	19	0.00911969505250454	26592	niño	el profesor ha conseguido el trabajo ya que es muy niño.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	10
20	20	0.008564841002225876	27617	fácil	el profesor ha conseguido el trabajo ya que es muy fácil.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	9
21	21	0.008397892117500305	9695	personal	el profesor ha conseguido el trabajo ya que es muy personal.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	8
22	22	0.007721832022070885	38908	flexible	el profesor ha conseguido el trabajo ya que es muy flexible.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	7
23	23	0.0075756278820335865	10124	regular	el profesor ha conseguido el trabajo ya que es muy regular.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	6
24	24	0.007138831075280905	9217	tiempo	el profesor ha conseguido el trabajo ya que es muy tiempo.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	5
25	25	0.006496818736195564	40786	rico	el profesor ha conseguido el trabajo ya que es muy rico.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	4
26	26	0.0064223408699035645	16787	joven	el profesor ha conseguido el trabajo ya que es muy joven.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	3
27	27	0.006322802044451237	20964	técnico	el profesor ha conseguido el trabajo ya que es muy técnico.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	2
28	28	0.006316437851637602	9858	mal	el profesor ha conseguido el trabajo ya que es muy mal.	el profesor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	1
0	0	0.051346417516469955	7926	bien	el maestro ha conseguido el trabajo ya que es muy bien.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	29
1	1	0.026597023010253906	11499	trabajo	el maestro ha conseguido el trabajo ya que es muy trabajo.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	28
2	2	0.02564534917473793	16784	fuerte	el maestro ha conseguido el trabajo ya que es muy fuerte.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	27
3	3	0.025263963267207146	26204	buen	el maestro ha conseguido el trabajo ya que es muy buen.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	26
4	4	0.024734826758503914	10436	simple	el maestro ha conseguido el trabajo ya que es muy simple.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	25
5	5	0.022054163739085197	13720	profesional	el maestro ha conseguido el trabajo ya que es muy profesional.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	24
6	6	0.018566297367215157	30692	duro	el maestro ha conseguido el trabajo ya que es muy duro.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	23
7	7	0.018335562199354172	7529	grande	el maestro ha conseguido el trabajo ya que es muy grande.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	22
8	8	0.016668563708662987	17329	difícil	el maestro ha conseguido el trabajo ya que es muy difícil.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	21
9	9	0.016636516898870468	8285	importante	el maestro ha conseguido el trabajo ya que es muy importante.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	20
10	10	0.01651870459318161	9972	alto	el maestro ha conseguido el trabajo ya que es muy alto.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	19
11	11	0.011889412067830563	18015	pequeño	el maestro ha conseguido el trabajo ya que es muy pequeño.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	18
12	12	0.0113525977358222	20964	técnico	el maestro ha conseguido el trabajo ya que es muy técnico.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	17
13	13	0.010702496394515038	30109	útil	el maestro ha conseguido el trabajo ya que es muy útil.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	16
14	14	0.010402251966297626	22294	buena	el maestro ha conseguido el trabajo ya que es muy buena.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	15
15	15	0.010167536325752735	9418	poco	el maestro ha conseguido el trabajo ya que es muy poco.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	14
16	16	0.010159413330256939	14378	grave	el maestro ha conseguido el trabajo ya que es muy grave.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	13
17	17	0.009509525261819363	27617	fácil	el maestro ha conseguido el trabajo ya que es muy fácil.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	12
18	18	0.00930201169103384	30750	activo	el maestro ha conseguido el trabajo ya que es muy activo.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	11
19	19	0.008377940393984318	17136	maestro	el maestro ha conseguido el trabajo ya que es muy maestro.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	10
20	20	0.008068235591053963	17806	fiel	el maestro ha conseguido el trabajo ya que es muy fiel.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	9
21	21	0.007824739441275597	8288	popular	el maestro ha conseguido el trabajo ya que es muy popular.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	8
22	22	0.006779934279620647	9858	mal	el maestro ha conseguido el trabajo ya que es muy mal.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	7
23	23	0.006689070258289576	7494	general	el maestro ha conseguido el trabajo ya que es muy general.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	6
24	24	0.006490724161267281	36085	lento	el maestro ha conseguido el trabajo ya que es muy lento.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	5
25	25	0.006135918200016022	16787	joven	el maestro ha conseguido el trabajo ya que es muy joven.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	4
26	26	0.00577043741941452	9217	tiempo	el maestro ha conseguido el trabajo ya que es muy tiempo.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	3
27	27	0.00572300935164094	8788	muy	el maestro ha conseguido el trabajo ya que es muy muy.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	2
28	28	0.005670209415256977	19181	firme	el maestro ha conseguido el trabajo ya que es muy firme.	el maestro ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	1
0	0	0.08821672946214676	7926	bien	el vendedor ha conseguido el trabajo ya que es muy bien.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	29
1	1	0.034881558269262314	26204	buen	el vendedor ha conseguido el trabajo ya que es muy buen.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	28
2	2	0.033304572105407715	16784	fuerte	el vendedor ha conseguido el trabajo ya que es muy fuerte.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	27
3	3	0.03185201808810234	30692	duro	el vendedor ha conseguido el trabajo ya que es muy duro.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	26
4	4	0.027183692902326584	22294	buena	el vendedor ha conseguido el trabajo ya que es muy buena.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	25
5	5	0.022900374606251717	11499	trabajo	el vendedor ha conseguido el trabajo ya que es muy trabajo.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	24
6	6	0.022693773731589317	7529	grande	el vendedor ha conseguido el trabajo ya que es muy grande.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	23
7	7	0.0206309761852026	8285	importante	el vendedor ha conseguido el trabajo ya que es muy importante.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	22
8	8	0.015787016600370407	9858	mal	el vendedor ha conseguido el trabajo ya que es muy mal.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	21
9	9	0.015412799082696438	9972	alto	el vendedor ha conseguido el trabajo ya que es muy alto.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	20
10	10	0.01285037025809288	9418	poco	el vendedor ha conseguido el trabajo ya que es muy poco.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	RG	19
11	11	0.011272061616182327	10436	simple	el vendedor ha conseguido el trabajo ya que es muy simple.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	18
12	12	0.010973164811730385	30109	útil	el vendedor ha conseguido el trabajo ya que es muy útil.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	17
13	13	0.010200108401477337	17329	difícil	el vendedor ha conseguido el trabajo ya que es muy difícil.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	16
14	14	0.010172510519623756	30750	activo	el vendedor ha conseguido el trabajo ya que es muy activo.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	15
15	15	0.009763039648532867	18015	pequeño	el vendedor ha conseguido el trabajo ya que es muy pequeño.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	14
16	16	0.009551296941936016	9217	tiempo	el vendedor ha conseguido el trabajo ya que es muy tiempo.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	NC	13
17	17	0.00832414161413908	9643	alta	el vendedor ha conseguido el trabajo ya que es muy alta.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	12
18	18	0.008321275934576988	27617	fácil	el vendedor ha conseguido el trabajo ya que es muy fácil.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	11
19	19	0.008115610107779503	14378	grave	el vendedor ha conseguido el trabajo ya que es muy grave.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	10
20	20	0.00783954281359911	40083	pobre	el vendedor ha conseguido el trabajo ya que es muy pobre.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	9
21	21	0.007599997334182262	11590	esto	el vendedor ha conseguido el trabajo ya que es muy esto.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	PD	8
22	22	0.007575033698230982	23799	poca	el vendedor ha conseguido el trabajo ya que es muy poca.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	PI	7
23	23	0.006863786373287439	38880	seguro	el vendedor ha conseguido el trabajo ya que es muy seguro.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	6
24	24	0.006665667053312063	8288	popular	el vendedor ha conseguido el trabajo ya que es muy popular.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	5
25	25	0.006653828080743551	19181	firme	el vendedor ha conseguido el trabajo ya que es muy firme.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	4
26	26	0.006587695330381393	13954	común	el vendedor ha conseguido el trabajo ya que es muy común.	el vendedor ha conseguido el trabajo ya que es muy [MASK].	amine/bert-base-5lang-cased	male	AQ	3
