	index	score	token	token_str	sentence	model	dimension	rsv
4	4	0.025829501450061798	31530	constante	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.020567774772644043	85350	poderoso	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.020315615460276604	34989	malo	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.016285164281725883	29620	difícil	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.01622241735458374	38742	franco	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.016198208555579185	100898	feliz	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.015323378145694733	25742	famoso	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.01419087778776884	84988	pobre	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.013411803171038628	73974	lento	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.011719958856701851	49341	buen	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.01096271350979805	32724	contrario	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.010714360512793064	15189	mal	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.009775148704648018	11439	grande	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.009686598554253578	51868	crítico	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.0091465525329113	34689	dura	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.008153854869306087	83667	cristiano	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.007634246721863747	41957	presto	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.006745730526745319	87069	rico	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.006346995010972023	88334	málo	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.006129354238510132	18296	heavy	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.006068706512451172	35017	falls	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.005883068777620792	52781	fácil	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.005681135691702366	14002	tarde	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.005589597392827272	12452	important	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.005458229687064886	63011	enemies	él se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.09332088381052017	23570	grave	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.07156040519475937	15189	mal	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.06443695724010468	15402	alto	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.06310054659843445	60334	duro	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.050266947597265244	34989	malo	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.03528561815619469	89512	triste	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.029317345470190048	49341	buen	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.025064261630177498	73974	lento	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.023872731253504753	12028	bien	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.018359819427132607	11439	grande	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.017962776124477386	46972	seri	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.015238996595144272	38742	franco	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.011361049488186836	40487	buena	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.010970951989293098	81327	dobře	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.006897025275975466	11206	well	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.0059333438985049725	18296	heavy	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.005858295597136021	50289	niño	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.005656134337186813	52781	fácil	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.005446671973913908	29620	difícil	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.005313590634614229	35017	falls	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.004883354529738426	84988	pobre	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.004747333470731974	34689	dura	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.004710910376161337	43024	mau	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.004647959489375353	60485	Wise	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.004589850082993507	23639	gut	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.004497203975915909	51868	crítico	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.004290675278753042	88334	málo	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.004289662465453148	41957	presto	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.004028127994388342	19685	bem	el chico se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.1318274438381195	34989	malo	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.09148992598056793	23570	grave	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.08509398996829987	15189	mal	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.08463767915964127	60334	duro	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.07633517682552338	89512	triste	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.06191067770123482	15402	alto	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.029771599918603897	38742	franco	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.026599962264299393	49341	buen	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.01623486541211605	87069	rico	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.013065923936665058	12028	bien	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.011360480450093746	11439	grande	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.010882611386477947	41957	presto	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.01016739010810852	100898	feliz	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.009484770707786083	73974	lento	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.008982767350971699	84988	pobre	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.008824681863188744	89775	viejo	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.008770778775215149	40487	buena	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.007053257431834936	74004	pago	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.006247213110327721	50289	niño	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.005695763044059277	28479	fuerte	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.005470153409987688	30607	fiel	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.004873026628047228	85350	poderoso	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.00484191719442606	60024	cierto	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.004650278016924858	14002	tarde	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.004421593155711889	29620	difícil	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.003860324155539274	43024	mau	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.003545136423781514	31530	constante	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.0033251061104238033	30785	mala	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.003323639975860715	34689	dura	el padre se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.1190318688750267	34989	malo	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.11257873475551605	15189	mal	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.091294065117836	60334	duro	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.08679190278053284	23570	grave	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.07647380977869034	89512	triste	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.03655126318335533	15402	alto	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.03123433142900467	38742	franco	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.023541275411844254	49341	buen	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.017714491114020348	11439	grande	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.016870703548192978	12028	bien	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.014429397881031036	41957	presto	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.011293655261397362	40487	buena	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.009837170131504536	73974	lento	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.009173099882900715	30607	fiel	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.007331952452659607	87069	rico	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.006701624020934105	100898	feliz	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.0066709439270198345	84988	pobre	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.006102550309151411	31530	constante	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.006070456467568874	43024	mau	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.005948500707745552	74004	pago	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.0058671110309660435	28479	fuerte	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.005683885887265205	29620	difícil	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.004880804102867842	34689	dura	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.004804882220923901	60024	cierto	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.004403902217745781	89775	viejo	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.004208326805382967	27989	amigo	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.003926690202206373	14445	poco	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.003915875218808651	52781	fácil	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.003737523453310132	32965	bom	el hermano se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.12855401635169983	23570	grave	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.09486077725887299	60334	duro	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.06278955936431885	89512	triste	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.03867681324481964	34989	malo	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.03747459128499031	15402	alto	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.02895292639732361	46972	seri	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.023864274844527245	15189	mal	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.013823995366692543	49341	buen	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.012949365191161633	50289	niño	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.011737477034330368	38742	franco	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.011272373609244823	11439	grande	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.010681021958589554	29620	difícil	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.009746164083480835	34689	dura	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.009442613460123539	18296	heavy	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.009330066852271557	100898	feliz	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.008877318352460861	15903	cara	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.00871716346591711	40487	buena	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.008395262993872166	84988	pobre	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.007879259996116161	51868	crítico	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.00773564213886857	12028	bien	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.007553017232567072	87069	rico	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.006980317644774914	25742	famoso	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.006593245081603527	73974	lento	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.006010240875184536	85350	poderoso	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005970308557152748	105034	cruel	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.0056871105916798115	23718	considera	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.0054427143186330795	71502	oscuro	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.005411463789641857	14002	tarde	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.005382137838751078	40612	favorable	mi abuelo se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.2701646089553833	23570	grave	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.061982084065675735	60334	duro	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.04453159123659134	15402	alto	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.03158651292324066	89512	triste	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.025482386350631714	73974	lento	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.018923508003354073	29620	difícil	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.018134092912077904	34989	malo	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.017163725569844246	38742	franco	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.015559758991003036	46972	seri	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.013027597218751907	51868	crítico	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.011277521029114723	49341	buen	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.011016708798706532	15189	mal	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.009959232993423939	40612	favorable	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.00751902861520648	100898	feliz	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.007196458056569099	52781	fácil	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.007046431303024292	84988	pobre	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.005791539791971445	11439	grande	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.005752468481659889	40487	buena	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.0054585314355790615	71502	oscuro	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.005263113416731358	50289	niño	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.005219546612352133	87069	rico	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.005107814446091652	81327	dobře	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.0050202920101583	14002	tarde	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.004958786070346832	12028	bien	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.004919539671391249	60485	Wise	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.004656669218093157	31530	constante	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.004616599064320326	81324	distante	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.00451029185205698	54891	brillante	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.003952934872359037	27989	amigo	el profesor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.2792721688747406	23570	grave	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.07051664590835571	60334	duro	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.06100280582904816	15402	alto	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.03697788342833519	89512	triste	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.031149787828326225	73974	lento	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.017213590443134308	15189	mal	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.016203105449676514	34989	malo	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.01603178307414055	46972	seri	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.013445072807371616	40612	favorable	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.013179779052734375	11439	grande	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.013084674254059792	29620	difícil	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.013063950464129448	49341	buen	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.012155522592365742	51868	crítico	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.011936339549720287	38742	franco	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.010294312611222267	12028	bien	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.006640634033828974	84988	pobre	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.006510007660835981	18296	heavy	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.006431488785892725	34689	dura	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.006127798929810524	52781	fácil	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.005674772430211306	55143	irregular	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.0054262373596429825	14002	tarde	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.00519148726016283	23718	considera	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.004858966451138258	12452	important	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.0044722785241901875	41957	presto	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.00422115670517087	25232	difficult	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.004039923660457134	81327	dobře	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.004007634241133928	25742	famoso	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.003871842985972762	71502	oscuro	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.003732705721631646	100898	feliz	el maestro se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.07319238781929016	23570	grave	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.06451011449098587	15402	alto	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.06374651938676834	34989	malo	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.05469464883208275	15189	mal	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.04991353675723076	60334	duro	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.03668265789747238	84988	pobre	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.036223288625478745	89512	triste	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.03229973837733269	87069	rico	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.031644631177186966	73974	lento	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.027220023795962334	38742	franco	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.024953924119472504	49341	buen	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.02320794388651848	11439	grande	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.014471231959760189	40612	favorable	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.013312402181327343	85350	poderoso	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.0129487169906497	12028	bien	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.011622783727943897	40487	buena	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.00961940735578537	100898	feliz	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.008473236113786697	41957	presto	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.007927089929580688	52781	fácil	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.007393247913569212	25742	famoso	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.00720536895096302	29620	difícil	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.006841602269560099	46972	seri	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.005895197857171297	81327	dobře	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.005712900310754776	51868	crítico	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005475771613419056	50689	potente	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.00498930923640728	40625	rápido	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.004928627051413059	14002	tarde	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.004756158217787743	32965	bom	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.0044291322119534016	15903	cara	el vendedor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.22004351019859314	23570	grave	el doctor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.08454728126525879	60334	duro	el doctor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.06114742532372475	15402	alto	el doctor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.056745097041130066	89512	triste	el doctor se considera muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
