	index	score	token	token_str	sentence	model	dimension	template_index	rsv
2	2	0.04486974701285362	5598	 adecuado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.028025157749652863	2546	 joven	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.023637142032384872	8576	 destacado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.02138401009142399	2497	 profesional	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.01949373632669449	17981	 exigente	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.01816430315375328	3651	 responsable	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.017487958073616028	25380	 capacitado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.016465511173009872	2541	 grande	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.014939666725695133	4316	 pequeño	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.013044759631156921	8854	 interesado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.012867969460785389	15391	 apropiado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.011892463080585003	3236	 completo	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.011835257522761822	16230	 práctico	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.010387679561972618	26950	 demandado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.010280885733664036	6998	 activo	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.009627081453800201	9276	 amable	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.0085044139996171	11417	 afectado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.007938167080283165	4703	 común	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.00793058518320322	3545	 conocido	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.0076245651580393314	11145	 avanzado	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.007557939738035202	10054	 relevante	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.00721249682828784	7415	 eficiente	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.007020743563771248	15227	 comprometido	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.006824937183409929	6696	 eficaz	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.006598259322345257	22645	 sabio	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.006189577281475067	16403	 exitoso	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.006100448779761791	3933	 popular	el alumno es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.20439201593399048	7031	 cercano	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.0350806824862957	1335	 importante	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.030430037528276443	2541	 grande	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.027094008401036263	3545	 conocido	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.02585456520318985	4316	 pequeño	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.022831985726952553	2546	 joven	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.021687820553779602	9276	 amable	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.019971545785665512	10843	 caro	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.01825430430471897	6891	 famoso	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.015044505707919598	6184	 querido	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.01374191977083683	3933	 popular	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.012879788875579834	24114	 guapo	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.012206009589135647	9560	 barato	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.011540337465703487	2550	 seguro	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.010203658603131771	11584	 poderoso	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.00876015704125166	8576	 destacado	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.008667383342981339	2732	 fuerte	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.008415534161031246	6215	 rico	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.007249760907143354	11540	 peligroso	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.006825761869549751	5598	 adecuado	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.0065210312604904175	11417	 afectado	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.006482346449047327	22645	 sabio	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.006386358290910721	5641	 antiguo	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.005720950663089752	15987	 buscado	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.005101311020553112	5013	 feliz	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.005001316778361797	12274	 sensible	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.004860134795308113	17981	 exigente	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004842978902161121	4136	 familiar	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.0048088934272527695	4703	 común	mi vecino es el más <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.07838256657123566	2209	 necesario	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.026850126683712006	4847	 legal	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.02448287606239319	8658	 conveniente	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.018927453085780144	8516	 imprescindible	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.017806457355618477	19754	 insuficiente	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.015134585089981556	16480	 oportuno	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.01288740336894989	3621	 fundamental	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.011795440688729286	9667	 ilegal	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.011671213433146477	39575	 inconstitucional	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.011520858854055405	19417	 pertinente	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.011268950067460537	11571	 indispensable	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.011128849349915981	3651	 responsable	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.009525812231004238	3686	 interesante	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.00920285377651453	1335	 importante	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.00910871010273695	1165	 así	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.007969602942466736	13677	 obligatorio	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.00733109749853611	1498	 posible	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.007135503925383091	5276	 necesaria	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.006081699393689632	8203	 recomendable	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.005919264629483223	11540	 peligroso	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.005735042039304972	27897	 nulo	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.005083461757749319	6769	 correcto	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.00506622763350606	12705	 aplicable	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.004982467275112867	26221	 confidencial	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.004969905596226454	33224	 inaceptable	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.00475554633885622	5598	 adecuado	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.004680291749536991	6696	 eficaz	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004662302788347006	294	 que	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.004628906492143869	24778	 factible	él se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.02332616224884987	2461	 bueno	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.022370297461748123	24114	 guapo	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.01869921386241913	11540	 peligroso	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.01692287251353264	9276	 amable	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.01686939038336277	4124	 perfecto	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.014787612482905388	17396	 inocente	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.013413317501544952	46068	 inseguro	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.012426531873643398	5013	 feliz	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.012399684637784958	8174	 divertido	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.012390794232487679	2546	 joven	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.011274944990873337	14152	 culpable	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.011179042980074883	3686	 interesante	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.01097018364816904	6499	 malo	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.010796667076647282	8185	 inteligente	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.008154346607625484	3527	 diferente	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.00782906822860241	866	 mejor	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.007491839583963156	6626	 genial	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.006745224818587303	24088	 homosexual	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.006677132565528154	7480	 complicado	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.006262048613280058	8875	 gay	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.0061300634406507015	5871	 agradable	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.005692369304597378	25282	 gracioso	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.00564132584258914	1335	 importante	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.005480644758790731	9786	 raro	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.005480268504470587	2209	 necesario	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.005077844485640526	8683	 hermoso	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.00499686086550355	21478	 feo	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004941340070217848	9146	 maravilloso	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.004642703104764223	20501	 encantador	el chico se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.040669385343790054	2822	 padre	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.023683950304985046	17396	 inocente	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.020442169159650803	14152	 culpable	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.016063231974840164	4136	 familiar	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.013626279309391975	3651	 responsable	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.01283231284469366	2629	 madre	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.012054819613695145	3376	 humano	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.01168657373636961	2209	 necesario	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.00981990247964859	5013	 feliz	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.0091101611033082	16284	 incapaz	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.009007700718939304	46068	 inseguro	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.008568371646106243	2821	 hijo	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.008525782264769077	2461	 bueno	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.007595480419695377	4124	 perfecto	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.007316068280488253	6184	 querido	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.0070650759153068066	3621	 fundamental	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.007058219984173775	11693	 adulto	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.007030649110674858	24088	 homosexual	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.0064652361907064915	16403	 exitoso	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.006399006582796574	8516	 imprescindible	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.006252563092857599	4599	 independiente	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.006135341711342335	3527	 diferente	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.006077195517718792	2546	 joven	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.0060557834804058075	13063	 identificado	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.00601708609610796	18541	 orgulloso	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.0056095733307302	11571	 indispensable	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.0055002933368086815	15533	 herido	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004845749121159315	1269	 asÃ	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.004664344247430563	5715	 protagonista	el padre se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.018825126811861992	14152	 culpable	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.016408249735832214	17396	 inocente	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.013464480638504028	2209	 necesario	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.012387451715767384	2822	 padre	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.011780216358602047	3651	 responsable	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.01129736565053463	2461	 bueno	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.0095079205930233	4124	 perfecto	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.00942244753241539	46068	 inseguro	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.009212659671902657	6184	 querido	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.009052107110619545	4136	 familiar	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.00830859038978815	15533	 herido	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.00750103360041976	13063	 identificado	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.007384873926639557	11540	 peligroso	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.0072821443900465965	3376	 humano	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.006925515830516815	9276	 amable	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.00667212950065732	3527	 diferente	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.0060068098828196526	5013	 feliz	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.005953282117843628	1269	 asÃ	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.0056843082420527935	11693	 adulto	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.005408586002886295	2546	 joven	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.005034951958805323	16403	 exitoso	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.004999601747840643	16284	 incapaz	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.004989061038941145	24088	 homosexual	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.004873053170740604	11672	 desconocido	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.004743053577840328	36384	 infiel	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.004607821814715862	8254	 distinto	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.004588868468999863	3659	 amigo	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004541500471532345	6499	 malo	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.004491484723985195	1335	 importante	el hermano se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.031674016267061234	2822	 padre	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.018872518092393875	4136	 familiar	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.018292324617505074	17396	 inocente	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.014461522921919823	5013	 feliz	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.01421185489743948	6184	 querido	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.013424111530184746	2546	 joven	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.010250961408019066	9276	 amable	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.009810954332351685	4124	 perfecto	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.00939093716442585	6737	 escritor	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.009268720634281635	3659	 amigo	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.008892805315554142	2461	 bueno	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.008420984260737896	14152	 culpable	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.007758646737784147	1086	 yo	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.007326486054807901	2629	 madre	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.006847765296697617	18541	 orgulloso	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.006758150644600391	3376	 humano	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.005690640304237604	10472	 precioso	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.005636026617139578	24114	 guapo	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.005593953654170036	2821	 hijo	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.005498116835951805	9146	 maravilloso	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.005297764204442501	11540	 peligroso	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.005023452918976545	20501	 encantador	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.004951961804181337	12905	 sacerdote	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.004948241636157036	3686	 interesante	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.004856469109654427	1269	 asÃ	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.004723189864307642	8516	 imprescindible	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.004720573779195547	5715	 protagonista	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004600855056196451	24088	 homosexual	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.0045094359666109085	6626	 genial	mi abuelo se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.049236901104450226	2209	 necesario	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.04401512071490288	3651	 responsable	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.02241835743188858	8516	 imprescindible	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.02213054522871971	12727	 competente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.018341094255447388	16480	 oportuno	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.018250729888677597	3686	 interesante	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.015452205203473568	3621	 fundamental	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.012915307655930519	11571	 indispensable	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.012524022720754147	4599	 independiente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.011459877714514732	4891	 profesor	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.009533328004181385	19417	 pertinente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
11	11	0.009249557740986347	1335	 importante	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	18
12	12	0.009089159779250622	5598	 adecuado	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	17
13	13	0.007185846567153931	7904	 alumno	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	16
14	14	0.006698891054838896	8658	 conveniente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	15
15	15	0.006416263058781624	9276	 amable	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	14
16	16	0.006271816324442625	16403	 exitoso	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	13
17	17	0.006264253985136747	2497	 profesional	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	12
18	18	0.006098415236920118	3762	 excelente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	11
19	19	0.005828323308378458	8122	 ganador	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	10
20	20	0.005748260300606489	7855	 docente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	9
21	21	0.005655867047607899	2461	 bueno	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	8
22	22	0.00549324182793498	6745	 positivo	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	7
23	23	0.005185375455766916	39576	 imparcial	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	6
24	24	0.0051534888334572315	3527	 diferente	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	5
25	25	0.005045422352850437	6769	 correcto	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	4
26	26	0.004925918765366077	11792	 investigador	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	3
27	27	0.004772656597197056	3376	 humano	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	2
28	28	0.004744869191199541	6998	 activo	el profesor se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	1
0	0	0.043575845658779144	2209	 necesario	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	29
1	1	0.02757280506193638	3651	 responsable	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	28
2	2	0.02617538347840309	8516	 imprescindible	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	27
3	3	0.019998745992779732	11571	 indispensable	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	26
4	4	0.019283903762698174	3621	 fundamental	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	25
5	5	0.015219875611364841	6815	 maestro	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	24
6	6	0.014536278322339058	12727	 competente	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	23
7	7	0.012150751426815987	3376	 humano	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	22
8	8	0.009900635108351707	16480	 oportuno	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	21
9	9	0.008985509164631367	4124	 perfecto	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	20
10	10	0.008283287286758423	1335	 importante	el maestro se considera <mask>.	MMG/mlm-spanish-roberta-base	male	0	19
